params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_features,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
{'max_features': 5},0.196458975474,0.0206627845764,0.512166666667,0.576416646795,5,1,0.511948805119,0.57617880894,0.5124,0.5757,0.512151215122,0.577371131443,0.00284398988503,0.000746368235345,0.000184527839744,0.000702659333752
{'max_features': 10},0.321885267893,0.0205589930216,0.509866666667,0.575783292627,10,2,0.510248975102,0.574828741437,0.5124,0.57525,0.50695069507,0.577271136443,0.011104383569,0.00134372776516,0.00224098134755,0.00106602817685
