params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_epsilon,param_fit_intercept,param_l1_ratio,param_learning_rate,param_loss,param_penalty,param_random_state,param_shuffle,param_verbose,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0369621515274,0.00281998515129,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.10000000000000001,constant,epsilon_insensitive,elasticnet,76,True,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.0129448867911,0.00144911841303,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0282069444656,0.00297036767006,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.10000000000000001,constant,epsilon_insensitive,elasticnet,76,False,12,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00646670379917,0.0013004308251,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0314469635487,0.00425612926483,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.10000000000000001,constant,epsilon_insensitive,elasticnet,76,False,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00605755747762,0.00380771543795,0.493237082979,0.0716212521556
"{'loss': 'huber', 'shuffle': True, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0326903760433,0.00258594751358,-2355005874.76,-2413232780.92,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,none,56,True,12,709,-2819087430.22,-2570902064.84,-630384685.153,-613463068.809,-3977599019.04,-4497205191.39,-393870878.999,-365119797.679,-2732477059.88,-3037347934.21,-3013140709.56,-2591606195.64,-3287806553.72,-3782662282.18,-1985680661.49,-1847555712.66,0.00480557856455,0.000839066097178,1185890651.44,1342497808.36
"{'loss': 'huber', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0358112156391,0.00415223836899,-2355005874.76,-2413232780.92,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,none,56,True,4,709,-2819087430.22,-2570902064.84,-630384685.153,-613463068.809,-3977599019.04,-4497205191.39,-393870878.999,-365119797.679,-2732477059.88,-3037347934.21,-3013140709.56,-2591606195.64,-3287806553.72,-3782662282.18,-1985680661.49,-1847555712.66,0.00703262368856,0.00288439797817,1185890651.44,1342497808.36
"{'loss': 'huber', 'shuffle': False, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0305581092834,0.00374045968056,-1238815310.42,-1227308647.06,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,none,56,False,12,649,-1840284689.9,-1680136341.08,-856420714.923,-837579422.259,-1744667266.81,-1973793141.39,-2799794875.08,-2564305640.65,-521326526.992,-578319354.588,-553315583.866,-477383313.999,-1074927573.67,-1233348949.16,-519785252.162,-473603013.36,0.00436016208169,0.0018989750628,768854496.033,729162672.583
"{'loss': 'huber', 'shuffle': False, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0305831432343,0.00297200679779,-1238815310.42,-1227308647.06,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,none,56,False,4,649,-1840284689.9,-1680136341.08,-856420714.923,-837579422.259,-1744667266.81,-1973793141.39,-2799794875.08,-2564305640.65,-521326526.992,-578319354.588,-553315583.866,-477383313.999,-1074927573.67,-1233348949.16,-519785252.162,-473603013.36,0.00470974548801,0.00105530749231,768854496.033,729162672.583
"{'loss': 'huber', 'shuffle': True, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0361180305481,0.00322493910789,-2495667668.42,-2472485623.02,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,none,76,True,12,717,-2892720343.47,-2633152224.07,-2412626717.01,-2383178877.78,-2765399940.77,-3126822978.8,-4507532869.22,-4165290827.34,-2519553190.95,-2828825262.42,-2160734407.48,-1857218252.75,-1213038445.04,-1397069825.99,-1493735433.39,-1388326735.03,0.0121161268272,0.00136020889244,938526800.832,877851624.196
"{'loss': 'huber', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0336056947708,0.00307789444923,-2495667668.42,-2472485623.02,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,none,76,True,4,717,-2892720343.47,-2633152224.07,-2412626717.01,-2383178877.78,-2765399940.77,-3126822978.8,-4507532869.22,-4165290827.34,-2519553190.95,-2828825262.42,-2160734407.48,-1857218252.75,-1213038445.04,-1397069825.99,-1493735433.39,-1388326735.03,0.00793363975743,0.00105469453992,938526800.832,877851624.196
"{'loss': 'huber', 'shuffle': False, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0294978618622,0.00334942340851,-1238815310.42,-1227308647.06,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,none,76,False,12,649,-1840284689.9,-1680136341.08,-856420714.923,-837579422.259,-1744667266.81,-1973793141.39,-2799794875.08,-2564305640.65,-521326526.992,-578319354.588,-553315583.866,-477383313.999,-1074927573.67,-1233348949.16,-519785252.162,-473603013.36,0.00455821307442,0.00156109083539,768854496.033,729162672.583
"{'loss': 'huber', 'shuffle': False, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0299658477306,0.00230515003204,-1238815310.42,-1227308647.06,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,none,76,False,4,649,-1840284689.9,-1680136341.08,-856420714.923,-837579422.259,-1744667266.81,-1973793141.39,-2799794875.08,-2564305640.65,-521326526.992,-578319354.588,-553315583.866,-477383313.999,-1074927573.67,-1233348949.16,-519785252.162,-473603013.36,0.00582946704477,0.000405467403136,768854496.033,729162672.583
"{'loss': 'huber', 'shuffle': True, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0474286675453,0.00247311592102,-0.0506951832126,-0.0488406096609,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,elasticnet,56,True,12,21,-0.000132766356479,-2.76634825709e-05,-5.9489733979e-06,-0.000132636477035,-0.0285966270074,-0.0333928805779,-0.00291552041692,-0.000359563209204,-0.126172405645,-0.105896951669,-0.0824155059308,-0.0839668672981,-0.000176037471631,-8.38547162554e-05,-0.165146653899,-0.166864459857,0.0152670913531,0.000544438404845,0.0614934061887,0.0593088790486
"{'loss': 'huber', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0362192690372,0.00254249572754,-0.0506951832126,-0.0488406096609,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,elasticnet,56,True,4,21,-0.000132766356479,-2.76634825709e-05,-5.9489733979e-06,-0.000132636477035,-0.0285966270074,-0.0333928805779,-0.00291552041692,-0.000359563209204,-0.126172405645,-0.105896951669,-0.0824155059308,-0.0839668672981,-0.000176037471631,-8.38547162554e-05,-0.165146653899,-0.166864459857,0.00628230018891,0.000699902094097,0.0614934061887,0.0593088790486
"{'loss': 'huber', 'shuffle': False, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0346306860447,0.00280892848969,-0.14469869446,-0.147067805396,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,elasticnet,56,False,12,23,-0.000774374538849,-0.000106042577305,-0.175095202272,-0.161279006162,-0.165910484095,-0.19020621432,-0.169957885691,-0.183413687387,-0.179136498696,-0.158401878174,-0.19381536195,-0.185901727798,-0.126090263345,-0.14812827287,-0.146809485094,-0.149105613882,0.00457280158037,0.00111285646586,0.0577443318047,0.0576882520642
"{'loss': 'huber', 'shuffle': False, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0333513915539,0.00397208333015,-0.14469869446,-0.147067805396,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,elasticnet,56,False,4,23,-0.000774374538849,-0.000106042577305,-0.175095202272,-0.161279006162,-0.165910484095,-0.19020621432,-0.169957885691,-0.183413687387,-0.179136498696,-0.158401878174,-0.19381536195,-0.185901727798,-0.126090263345,-0.14812827287,-0.146809485094,-0.149105613882,0.00371269731165,0.00211201593604,0.0577443318047,0.0576882520642
"{'loss': 'huber', 'shuffle': True, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0436211228371,0.00436848402023,-0.0178097928716,-0.0199983486331,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,elasticnet,76,True,12,19,-0.000414267767089,-1.00266171361e-05,-0.000580581317054,-9.97769751696e-05,-0.000640877398583,-0.000887354803439,-2.41504196641e-06,-0.00117792085787,-0.00793625811759,-0.00172493909565,-3.53361751193e-05,-0.000914423807199,-0.103502692315,-0.121923125798,-0.029365914841,-0.033249221111,0.0104764634221,0.00384218044295,0.0337297334659,0.0399644908985
"{'loss': 'huber', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0375482738018,0.00229471921921,-0.0178097928716,-0.0199983486331,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,elasticnet,76,True,4,19,-0.000414267767089,-1.00266171361e-05,-0.000580581317054,-9.97769751696e-05,-0.000640877398583,-0.000887354803439,-2.41504196641e-06,-0.00117792085787,-0.00793625811759,-0.00172493909565,-3.53361751193e-05,-0.000914423807199,-0.103502692315,-0.121923125798,-0.029365914841,-0.033249221111,0.00675156897585,0.000500000038449,0.0337297334659,0.0399644908985
"{'loss': 'huber', 'shuffle': False, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0357854068279,0.0026276409626,-0.14469869446,-0.147067805396,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,elasticnet,76,False,12,23,-0.000774374538849,-0.000106042577305,-0.175095202272,-0.161279006162,-0.165910484095,-0.19020621432,-0.169957885691,-0.183413687387,-0.179136498696,-0.158401878174,-0.19381536195,-0.185901727798,-0.126090263345,-0.14812827287,-0.146809485094,-0.149105613882,0.00928611279948,0.000960562391221,0.0577443318047,0.0576882520642
"{'loss': 'huber', 'shuffle': False, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0349440872669,0.00268238782883,-0.14469869446,-0.147067805396,10.00001,10.00001,True,0.60000000000000009,invscaling,huber,elasticnet,76,False,4,23,-0.000774374538849,-0.000106042577305,-0.175095202272,-0.161279006162,-0.165910484095,-0.19020621432,-0.169957885691,-0.183413687387,-0.179136498696,-0.158401878174,-0.19381536195,-0.185901727798,-0.126090263345,-0.14812827287,-0.146809485094,-0.149105613882,0.00557469421854,0.000784524175662,0.0577443318047,0.0576882520642
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0297894775867,0.00241628289223,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,none,56,True,12,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00572437195443,0.000448353648939,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0325127840042,0.00251811742783,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,none,56,True,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00862515175178,0.00042502157208,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0323263704777,0.00389850139618,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,none,56,False,12,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.0098101551487,0.0025291002575,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0300706624985,0.00392571091652,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,none,56,False,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00402463692869,0.00241354711336,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0321744084358,0.0026338994503,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,none,76,True,12,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00449524176838,0.000826638825383,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0324801504612,0.00291806459427,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,none,76,True,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00632245778691,0.000760205030424,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0332074761391,0.00353100895882,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,none,76,False,12,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.0102479251533,0.00128566047925,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'none', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0275329053402,0.0023837685585,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,none,76,False,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00496679878732,0.000466973307494,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0349490940571,0.00266346335411,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,elasticnet,56,True,12,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00611847113382,0.000992430043479,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0356485843658,0.00289502739906,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,elasticnet,56,True,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.0091525324025,0.00128100669563,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0431402921677,0.00333419442177,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,elasticnet,56,False,12,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.0298172317564,0.0015897943931,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0311319231987,0.00372692942619,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,elasticnet,56,False,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00728753647839,0.00202182356815,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0449383854866,0.00272926688194,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,elasticnet,76,True,12,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.0258129191022,0.00064207465646,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0351918935776,0.00294345617294,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,elasticnet,76,True,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.0108388058528,0.00081747027584,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0307105481625,0.00336462259293,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,elasticnet,76,False,12,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.00605126074161,0.00218014634056,0.493237082979,0.0716212521556
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'random_state': 76, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0361982882023,0.00344815850258,-5.69450154207,-5.64506287896,10.00001,10.00001,True,0.60000000000000009,invscaling,epsilon_insensitive,elasticnet,76,False,4,53,-6.20443678458,-5.57135140251,-5.77239900479,-5.62609155311,-5.05968236392,-5.73847244188,-5.9271134245,-5.60770214371,-5.24595547801,-5.71110441778,-6.38185183217,-5.55469862732,-5.00304635323,-5.74881237811,-5.96152709536,-5.60227006723,0.0090352842197,0.00166948417821,0.493237082979,0.0716212521556
"{'loss': 'huber', 'shuffle': True, 'verbose': 12, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'constant', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.0316735506058,0.00360697507858,-5.06232750667e+11,-5.08935711179e+11,10.00001,10.00001,True,0.60000000000000009,constant,huber,none,56,True,12,921,-7.39863107088e+11,-6.73858873079e+11,-1.96846729216e+11,-1.93607973809e+11,-4.5539302157e+11,-5.1245166294e+11,-5.33180710904e+11,-4.95382964215e+11,-5.49508217627e+11,-6.1095160608e+11,-5.71856447866e+11,-4.93398641556e+11,-7.15527012609e+11,-8.23815816331e+11,-2.87686758456e+11,-2.6801815142e+11,0.00595647658217,0.00248263574881,1.77256663765e+11,1.91920121639e+11
"{'loss': 'huber', 'shuffle': True, 'verbose': 4, 'fit_intercept': True, 'l1_ratio': 0.60000000000000009, 'learning_rate': 'constant', 'penalty': 'none', 'random_state': 56, 'epsilon': 10.00001, 'alpha': 10.00001}",0.033005386591,0.0031615793705,-5.06232750667e+11,-5.08935711179e+11,10.00001,10.00001,True,0.60000000000000009,constant,huber,none,56,True,4,921,-7.39863107088e+11,-6.73858873079e+11,-1.96846729216e+11,-1.93607973809e+11,-4.5539302157e+11,-5.1245166294e+11,-5.33180710904e+11,-4.95382964215e+11,-5.49508217627e+11,-6.1095160608e+11,-5.71856447866e+11,-4.93398641556e+11,-7.15527012609e+11,-8.23815816331e+11,-2.87686758456e+11,-2.6801815142e+11,0.00960395646774,0.0013038784307,1.77256663765e+11,1.91920121639e+11
