,explained_variance,neg_mean_absolute_error,neg_mean_squared_error,neg_median_absolute_error,r2,time
16,0.31090628132,0.0696063621135,0.0052571239805,0.0791211641301,0.298831657983,0.0288281440735
32,-0.979382072859,0.0535795615798,0.0041181730019,0.0510499304229,-1.17940726919,0.0289368629456
64,0.0668109589324,0.0427838769989,0.00287004998679,0.0319652091185,-0.529546797886,0.0295369625092
128,-0.84204993609,0.0656120571488,0.00843755028551,0.0458587695674,-0.898010827065,0.0682141780853
256,-1.37702162834,0.0660919214517,0.00889614891495,0.0424266385767,-1.68570096207,0.0360090732574
512,-0.290556346871,0.0717148982828,0.0111418730968,0.0502878306086,-0.312272886953,0.0431799888611
1024,-0.382388307941,0.0748788366252,0.0136685389095,0.0496934437009,-0.382764507601,0.0648760795593
1598,-0.28278081446,0.0792035229187,0.0139163431857,0.0588550807823,-0.290545514864,0.136583089828
