,year,month,day,hour,airtemp(C),dewpoint(C),windspeed(m/s),skycoverage(code),1h-prec(mm),6h-prec(mm)
0,2017,1,1,1,67,-39,51,-9999,0,-9999
1,2017,1,1,2,67,-44,51,-9999,0,-9999
2,2017,1,1,3,67,-44,51,-9999,0,-9999
3,2017,1,1,4,72,-44,51,-9999,0,-9999
4,2017,1,1,5,72,-44,57,-9999,0,-9999
5,2017,1,1,6,78,-39,46,-9999,0,-9999
6,2017,1,1,7,72,-22,36,-9999,-1,-9999
7,2017,1,1,8,78,-33,57,-9999,0,-9999
8,2017,1,1,9,78,-39,46,2,0,-9999
9,2017,1,1,10,83,-44,46,-9999,0,-9999
10,2017,1,1,11,83,-39,51,2,0,-9999
11,2017,1,1,12,83,-33,57,4,0,-1
12,2017,1,1,13,83,-28,51,4,0,-9999
13,2017,1,1,14,83,-28,62,4,0,-9999
14,2017,1,1,15,83,-17,88,4,0,-9999
15,2017,1,1,16,83,-33,82,4,0,-9999
16,2017,1,1,17,89,-44,57,4,0,-9999
17,2017,1,1,18,89,-50,46,4,0,-9999
18,2017,1,1,19,94,-56,36,2,0,-9999
19,2017,1,1,20,94,-61,57,2,0,-9999
20,2017,1,1,21,89,-50,46,2,0,-9999
21,2017,1,1,22,83,-61,46,2,0,-9999
22,2017,1,1,23,78,-67,31,2,0,-9999
23,2017,1,2,0,67,-61,26,2,0,-9999
24,2017,1,2,1,61,-44,26,2,0,-9999
25,2017,1,2,2,56,-44,21,2,0,-9999
26,2017,1,2,3,44,-17,0,0,0,-9999
27,2017,1,2,4,44,-11,15,2,0,-9999
28,2017,1,2,5,39,0,41,4,0,-9999
29,2017,1,2,6,33,-6,26,6,0,-9999
30,2017,1,2,7,33,-6,15,-9999,0,-9999
31,2017,1,2,8,39,-33,41,-9999,0,-9999
32,2017,1,2,9,33,-39,36,8,0,-9999
33,2017,1,2,10,33,-39,31,-9999,0,-9999
34,2017,1,2,11,39,-39,26,-9999,0,-9999
35,2017,1,2,12,44,-39,41,8,0,-9999
36,2017,1,2,13,39,-17,41,-9999,-1,-9999
37,2017,1,2,14,39,-6,46,-9999,5,-9999
38,2017,1,2,15,44,6,62,8,3,-9999
39,2017,1,2,16,50,11,72,-9999,-1,-9999
40,2017,1,2,17,44,17,57,-9999,-1,-9999
41,2017,1,2,18,44,22,46,8,3,10
42,2017,1,2,19,44,22,62,-9999,5,-9999
43,2017,1,2,20,50,28,57,-9999,8,-9999
44,2017,1,2,21,50,28,67,8,3,-9999
45,2017,1,2,22,44,28,62,-9999,5,-9999
46,2017,1,2,23,56,33,67,-9999,2,-9999
47,2017,1,3,0,44,28,77,8,8,30
48,2017,1,3,1,50,33,72,-9999,-1,-9999
49,2017,1,3,2,50,33,82,-9999,0,-9999
50,2017,1,3,3,44,33,72,8,0,-9999
51,2017,1,3,4,44,33,67,-9999,-1,-9999
52,2017,1,3,5,50,33,77,-9999,3,-9999
53,2017,1,3,6,44,33,93,8,3,5
54,2017,1,3,7,44,33,67,-9999,3,-9999
55,2017,1,3,8,44,33,88,-9999,3,-9999
56,2017,1,3,9,50,33,88,8,3,-9999
57,2017,1,3,10,50,33,88,-9999,-1,-9999
58,2017,1,3,11,50,33,82,-9999,-1,-9999
59,2017,1,3,12,50,33,93,8,-1,8
60,2017,1,3,13,50,39,82,-9999,-1,-9999
61,2017,1,3,14,56,39,82,-9999,-1,-9999
62,2017,1,3,15,61,44,93,8,-1,-9999
63,2017,1,3,16,67,44,82,-9999,-1,-9999
64,2017,1,3,17,67,50,72,-9999,8,-9999
65,2017,1,3,18,67,50,82,8,13,20
66,2017,1,3,19,67,50,82,-9999,15,-9999
67,2017,1,3,20,72,50,93,-9999,5,-9999
68,2017,1,3,21,67,56,88,8,5,-9999
69,2017,1,3,22,78,56,88,-9999,13,-9999
70,2017,1,3,23,67,56,51,-9999,0,-9999
71,2017,1,4,0,72,61,62,8,5,70
72,2017,1,4,1,72,61,46,-9999,3,-9999
73,2017,1,4,2,72,61,26,-9999,0,-9999
74,2017,1,4,3,67,50,41,8,0,-9999
75,2017,1,4,4,61,50,31,-9999,3,-9999
76,2017,1,4,5,61,50,31,-9999,8,-9999
77,2017,1,4,6,61,44,31,8,0,10
78,2017,1,4,7,61,44,41,-9999,0,-9999
79,2017,1,4,8,67,44,31,-9999,0,-9999
80,2017,1,4,9,72,39,51,8,0,-9999
81,2017,1,4,10,67,39,26,-9999,-1,-9999
82,2017,1,4,11,67,44,41,-9999,-1,-9999
83,2017,1,4,12,72,44,51,8,0,-1
84,2017,1,4,13,78,50,46,-9999,0,-9999
85,2017,1,4,14,83,50,62,-9999,0,-9999
86,2017,1,4,15,89,50,72,8,0,-9999
87,2017,1,4,16,100,50,46,-9999,0,-9999
88,2017,1,4,17,100,50,41,-9999,0,-9999
89,2017,1,4,18,106,50,67,8,0,-9999
90,2017,1,4,19,117,28,108,-9999,0,-9999
91,2017,1,4,20,122,11,108,4,0,-9999
92,2017,1,4,21,111,-33,98,4,0,-9999
93,2017,1,4,22,100,-50,103,4,0,-9999
94,2017,1,4,23,89,-50,88,4,0,-9999
95,2017,1,5,0,78,-67,72,4,0,-9999
96,2017,1,5,1,67,-106,118,2,0,-9999
97,2017,1,5,2,56,-117,98,0,0,-9999
98,2017,1,5,3,44,-106,93,0,0,-9999
99,2017,1,5,4,28,-122,88,0,0,-9999
100,2017,1,5,5,22,-122,82,0,0,-9999
101,2017,1,5,6,17,-122,82,0,0,-9999
102,2017,1,5,7,6,-122,93,0,0,-9999
103,2017,1,5,8,0,-122,103,0,0,-9999
104,2017,1,5,9,-6,-122,67,0,0,-9999
105,2017,1,5,10,-11,-128,93,0,0,-9999
106,2017,1,5,11,-17,-144,82,0,0,-9999
107,2017,1,5,12,-17,-139,77,2,0,-9999
108,2017,1,5,13,-17,-139,82,-9999,0,-9999
109,2017,1,5,14,-17,-139,72,-9999,0,-9999
110,2017,1,5,15,-17,-139,77,8,0,-9999
111,2017,1,5,16,-11,-139,77,-9999,0,-9999
112,2017,1,5,17,-6,-128,57,-9999,0,-9999
113,2017,1,5,18,0,-139,57,6,0,-9999
114,2017,1,5,19,6,-133,51,-9999,0,-9999
115,2017,1,5,20,6,-133,51,-9999,0,-9999
116,2017,1,5,21,11,-133,46,8,0,-9999
117,2017,1,5,22,6,-128,41,-9999,0,-9999
118,2017,1,5,23,6,-117,57,-9999,0,-9999
119,2017,1,6,0,6,-117,57,8,0,-9999
120,2017,1,6,1,11,-111,57,-9999,0,-9999
121,2017,1,6,2,11,-111,51,-9999,0,-9999
122,2017,1,6,3,11,-111,57,8,0,-9999
123,2017,1,6,4,6,-100,41,-9999,0,-9999
124,2017,1,6,5,6,-89,46,-9999,0,-9999
125,2017,1,6,6,-11,-44,15,8,-1,-1
126,2017,1,6,7,-17,-39,31,-9999,5,-9999
127,2017,1,6,8,-17,-39,26,-9999,5,-9999
128,2017,1,6,9,-11,-39,26,8,-1,-9999
129,2017,1,6,10,-11,-56,36,-9999,-1,-9999
130,2017,1,6,11,-11,-56,46,-9999,-1,-9999
131,2017,1,6,12,-11,-56,31,8,-1,10
132,2017,1,6,13,-11,-56,36,-9999,-1,-9999
133,2017,1,6,14,-6,-67,41,-9999,-1,-9999
134,2017,1,6,15,0,-78,31,4,0,-9999
135,2017,1,6,16,6,-78,31,-9999,0,-9999
136,2017,1,6,17,6,-78,31,-9999,0,-9999
137,2017,1,6,18,11,-89,51,6,0,-1
138,2017,1,6,19,11,-94,62,-9999,0,-9999
139,2017,1,6,20,11,-106,57,-9999,0,-9999
140,2017,1,6,21,11,-111,51,6,0,-9999
141,2017,1,6,22,6,-111,46,-9999,0,-9999
142,2017,1,6,23,6,-117,41,-9999,0,-9999
143,2017,1,7,0,0,-117,57,6,0,-9999
144,2017,1,7,1,-6,-117,57,-9999,0,-9999
145,2017,1,7,2,-11,-122,62,-9999,0,-9999
146,2017,1,7,3,-17,-128,51,6,0,-9999
147,2017,1,7,4,-22,-122,51,-9999,0,-9999
148,2017,1,7,5,-22,-128,41,-9999,0,-9999
149,2017,1,7,6,-28,-122,46,8,0,-9999
150,2017,1,7,7,-33,-133,51,-9999,0,-9999
151,2017,1,7,8,-33,-133,46,-9999,0,-9999
152,2017,1,7,9,-39,-133,51,8,0,-9999
153,2017,1,7,10,-39,-144,41,-9999,0,-9999
154,2017,1,7,11,-39,-139,46,-9999,0,-9999
155,2017,1,7,12,-39,-139,62,8,0,-9999
156,2017,1,7,13,-39,-139,51,-9999,0,-9999
157,2017,1,7,14,-44,-122,51,-9999,-1,-9999
158,2017,1,7,15,-50,-94,51,8,-1,-9999
159,2017,1,7,16,-56,-78,57,9,5,-9999
160,2017,1,7,17,-56,-83,67,9,8,-9999
161,2017,1,7,18,-56,-78,62,9,3,20
162,2017,1,7,19,-50,-78,77,9,5,-9999
163,2017,1,7,20,-50,-78,57,9,5,-9999
164,2017,1,7,21,-50,-72,77,9,10,-9999
165,2017,1,7,22,-50,-72,82,9,8,-9999
166,2017,1,7,23,-50,-78,98,9,3,-9999
167,2017,1,8,0,-50,-78,93,8,3,30
168,2017,1,8,1,-50,-78,82,-9999,-1,-9999
169,2017,1,8,2,-50,-78,72,-9999,3,-9999
170,2017,1,8,3,-50,-83,46,8,-1,-9999
171,2017,1,8,4,-44,-94,51,-9999,0,-9999
172,2017,1,8,5,-44,-100,77,-9999,0,-9999
173,2017,1,8,6,-50,-122,77,4,0,3
174,2017,1,8,7,-56,-122,77,2,0,-9999
175,2017,1,8,8,-61,-128,72,2,0,-9999
176,2017,1,8,9,-61,-122,88,2,0,-9999
177,2017,1,8,10,-67,-133,67,2,-1,-9999
178,2017,1,8,11,-67,-139,72,2,0,-9999
179,2017,1,8,12,-72,-139,57,4,0,0
180,2017,1,8,13,-67,-139,72,4,0,-9999
181,2017,1,8,14,-67,-150,72,4,0,-9999
182,2017,1,8,15,-67,-156,82,2,0,-9999
183,2017,1,8,16,-56,-150,93,4,0,-9999
184,2017,1,8,17,-50,-144,77,-9999,0,-9999
185,2017,1,8,18,-50,-150,93,6,0,-9999
186,2017,1,8,19,-39,-133,93,-9999,0,-9999
187,2017,1,8,20,-28,-133,93,-9999,0,-9999
188,2017,1,8,21,-33,-167,77,6,0,-9999
189,2017,1,8,22,-33,-156,103,-9999,0,-9999
190,2017,1,8,23,-39,-144,103,4,0,-9999
191,2017,1,9,0,-44,-150,77,2,0,-9999
192,2017,1,9,1,-44,-139,98,2,0,-9999
193,2017,1,9,2,-56,-139,82,2,0,-9999
194,2017,1,9,3,-56,-144,88,2,0,-9999
195,2017,1,9,4,-61,-150,103,2,0,-9999
196,2017,1,9,5,-67,-150,77,0,0,-9999
197,2017,1,9,6,-72,-161,67,0,0,-9999
198,2017,1,9,7,-72,-161,51,0,0,-9999
199,2017,1,9,8,-78,-161,67,0,0,-9999
200,2017,1,9,9,-78,-161,67,0,0,-9999
201,2017,1,9,10,-78,-156,51,0,0,-9999
202,2017,1,9,11,-83,-161,51,0,0,-9999
203,2017,1,9,12,-83,-161,36,2,0,-9999
204,2017,1,9,13,-78,-167,21,-9999,0,-9999
205,2017,1,9,14,-72,-156,36,-9999,0,-9999
206,2017,1,9,15,-72,-156,51,8,0,-9999
207,2017,1,9,16,-61,-150,31,-9999,0,-9999
208,2017,1,9,17,-56,-156,21,-9999,0,-9999
209,2017,1,9,18,-56,-144,0,8,0,-9999
210,2017,1,9,19,-44,-150,41,-9999,0,-9999
211,2017,1,9,20,-50,-144,36,-9999,0,-9999
212,2017,1,9,21,-50,-156,36,4,0,-9999
213,2017,1,9,22,-50,-133,41,-9999,0,-9999
214,2017,1,9,23,-50,-139,46,-9999,0,-9999
215,2017,1,10,0,-44,-133,57,6,0,-9999
216,2017,1,10,1,-44,-133,41,4,0,-9999
217,2017,1,10,2,-44,-133,51,4,0,-9999
218,2017,1,10,3,-50,-133,57,4,0,-9999
219,2017,1,10,4,-50,-128,41,4,0,-9999
220,2017,1,10,5,-50,-128,36,4,0,-9999
221,2017,1,10,6,-50,-128,41,4,0,-9999
222,2017,1,10,7,-50,-117,26,-9999,0,-9999
223,2017,1,10,8,-50,-111,0,-9999,0,-9999
224,2017,1,10,9,-50,-111,26,4,0,-9999
225,2017,1,10,10,-44,-106,26,-9999,0,-9999
226,2017,1,10,11,-44,-100,21,-9999,0,-9999
227,2017,1,10,12,-44,-106,26,8,0,-9999
228,2017,1,10,13,-39,-111,26,-9999,0,-9999
229,2017,1,10,14,-28,-94,31,-9999,0,-9999
230,2017,1,10,15,-17,-117,41,8,0,-9999
231,2017,1,10,16,-11,-111,31,-9999,0,-9999
232,2017,1,10,17,6,-78,41,-9999,0,-9999
233,2017,1,10,18,11,-56,41,8,0,-9999
234,2017,1,10,19,17,-44,31,-9999,0,-9999
235,2017,1,10,20,22,-33,31,-9999,0,-9999
236,2017,1,10,21,28,-22,26,8,0,-9999
237,2017,1,10,22,17,-22,26,-9999,0,-9999
238,2017,1,10,23,28,-11,26,-9999,0,-9999
239,2017,1,11,0,39,0,36,8,0,-9999
240,2017,1,11,1,44,6,21,-9999,0,-9999
241,2017,1,11,2,44,11,21,-9999,0,-9999
242,2017,1,11,3,67,28,62,8,0,-9999
243,2017,1,11,4,78,33,77,-9999,0,-9999
244,2017,1,11,5,83,39,57,-9999,0,-9999
245,2017,1,11,6,78,39,21,8,0,-9999
246,2017,1,11,7,67,33,46,-9999,8,-9999
247,2017,1,11,8,72,50,57,-9999,36,-9999
248,2017,1,11,9,83,61,72,8,23,-9999
249,2017,1,11,10,89,50,72,-9999,-1,-9999
250,2017,1,11,11,83,44,72,-9999,0,-9999
251,2017,1,11,12,78,33,72,4,0,70
252,2017,1,11,13,72,28,41,-9999,0,-9999
253,2017,1,11,14,72,28,51,0,0,-9999
254,2017,1,11,15,83,22,62,4,0,-9999
255,2017,1,11,16,94,33,46,-9999,0,-9999
256,2017,1,11,17,94,28,41,-9999,0,-9999
257,2017,1,11,18,100,28,36,8,0,-9999
258,2017,1,11,19,106,33,36,-9999,0,-9999
259,2017,1,11,20,117,22,21,-9999,0,-9999
260,2017,1,11,21,111,28,31,6,0,-9999
261,2017,1,11,22,100,33,41,-9999,0,-9999
262,2017,1,11,23,83,44,36,-9999,0,-9999
263,2017,1,12,0,89,56,36,6,0,-9999
264,2017,1,12,1,89,50,26,-9999,0,-9999
265,2017,1,12,2,89,50,36,-9999,0,-9999
266,2017,1,12,3,89,61,31,8,8,-9999
267,2017,1,12,4,83,61,51,-9999,25,-9999
268,2017,1,12,5,83,67,46,-9999,33,-9999
269,2017,1,12,6,89,72,41,8,10,70
270,2017,1,12,7,100,78,41,-9999,-1,-9999
271,2017,1,12,8,106,83,36,-9999,3,-9999
272,2017,1,12,9,94,78,21,8,0,-9999
273,2017,1,12,10,122,94,46,-9999,0,-9999
274,2017,1,12,11,100,78,41,-9999,-1,-9999
275,2017,1,12,12,106,83,51,8,0,5
276,2017,1,12,13,111,89,31,-9999,0,-9999
277,2017,1,12,14,122,94,26,-9999,0,-9999
278,2017,1,12,15,144,106,36,8,0,-9999
279,2017,1,12,16,156,106,51,-9999,0,-9999
280,2017,1,12,17,167,111,62,-9999,0,-9999
281,2017,1,12,18,178,111,82,6,-1,0
282,2017,1,12,19,183,111,62,-9999,0,-9999
283,2017,1,12,20,194,106,88,-9999,0,-9999
284,2017,1,12,21,189,106,82,6,0,-9999
285,2017,1,12,22,189,106,62,-9999,-1,-9999
286,2017,1,12,23,167,100,51,-9999,0,-9999
287,2017,1,13,0,183,106,51,6,0,-1
288,2017,1,13,1,189,106,67,-9999,0,-9999
289,2017,1,13,2,183,106,51,-9999,0,-9999
290,2017,1,13,3,183,106,46,2,0,-9999
291,2017,1,13,4,183,100,72,-9999,0,-9999
292,2017,1,13,5,172,106,57,-9999,-1,-9999
293,2017,1,13,6,167,111,67,6,-1,0
294,2017,1,13,7,167,111,67,-9999,0,-9999
295,2017,1,13,8,161,111,67,-9999,0,-9999
296,2017,1,13,9,156,100,51,6,0,-9999
297,2017,1,13,10,144,89,41,4,0,-9999
298,2017,1,13,11,111,61,62,4,0,-9999
299,2017,1,13,12,100,44,72,4,0,-9999
300,2017,1,13,13,89,17,98,4,0,-9999
301,2017,1,13,14,83,-6,93,4,0,-9999
302,2017,1,13,15,78,-28,113,4,0,-9999
303,2017,1,13,16,78,-33,93,4,0,-9999
304,2017,1,13,17,83,-33,77,-9999,0,-9999
305,2017,1,13,18,83,-33,98,6,0,-9999
306,2017,1,13,19,78,-61,103,-9999,0,-9999
307,2017,1,13,20,72,-72,72,-9999,0,-9999
308,2017,1,13,21,61,-83,77,6,0,-9999
309,2017,1,13,22,50,-89,82,-9999,0,-9999
310,2017,1,13,23,44,-78,82,-9999,0,-9999
311,2017,1,14,0,33,-89,51,6,0,-9999
312,2017,1,14,1,28,-83,57,-9999,0,-9999
313,2017,1,14,2,28,-89,82,-9999,0,-9999
314,2017,1,14,3,17,-94,57,6,0,-9999
315,2017,1,14,4,11,-94,41,-9999,0,-9999
316,2017,1,14,5,11,-94,36,-9999,0,-9999
317,2017,1,14,6,6,-94,51,8,0,-9999
318,2017,1,14,7,0,-100,51,-9999,0,-9999
319,2017,1,14,8,0,-100,51,-9999,0,-9999
320,2017,1,14,9,-6,-94,51,8,0,-9999
321,2017,1,14,10,-11,-100,41,-9999,0,-9999
322,2017,1,14,11,-17,-100,36,-9999,0,-9999
323,2017,1,14,12,-17,-100,36,6,0,-9999
324,2017,1,14,13,-17,-100,31,-9999,0,-9999
325,2017,1,14,14,-11,-100,36,-9999,0,-9999
326,2017,1,14,15,-11,-94,41,6,0,-9999
327,2017,1,14,16,0,-89,31,-9999,0,-9999
328,2017,1,14,17,0,-94,41,-9999,0,-9999
329,2017,1,14,18,0,-89,26,8,0,-9999
330,2017,1,14,19,6,-89,26,-9999,0,-9999
331,2017,1,14,20,0,-61,36,-9999,-1,-9999
332,2017,1,14,21,-17,-44,31,9,5,-9999
333,2017,1,14,22,-11,-33,21,-9999,10,-9999
334,2017,1,14,23,-6,-28,26,-9999,-1,-9999
335,2017,1,15,0,0,-17,15,8,5,20
336,2017,1,15,1,0,-22,21,-9999,-1,-9999
337,2017,1,15,2,6,-17,21,-9999,0,-9999
338,2017,1,15,3,6,-11,15,8,-1,-9999
339,2017,1,15,4,6,-11,0,-9999,-1,-9999
340,2017,1,15,5,11,-17,36,-9999,-1,-9999
341,2017,1,15,6,11,-22,36,8,0,5
342,2017,1,15,7,11,-28,36,-9999,0,-9999
343,2017,1,15,8,11,-28,41,-9999,0,-9999
344,2017,1,15,9,6,-33,57,6,0,-9999
345,2017,1,15,10,6,-39,46,4,0,-9999
346,2017,1,15,11,6,-44,46,0,0,-9999
347,2017,1,15,12,6,-50,46,2,0,-9999
348,2017,1,15,13,6,-56,62,2,0,-9999
349,2017,1,15,14,11,-61,51,2,0,-9999
350,2017,1,15,15,17,-56,41,2,0,-9999
351,2017,1,15,16,22,-56,31,4,0,-9999
352,2017,1,15,17,28,-61,31,4,0,-9999
353,2017,1,15,18,39,-61,36,4,0,-9999
354,2017,1,15,19,44,-56,36,4,0,-9999
355,2017,1,15,20,44,-56,46,4,0,-9999
356,2017,1,15,21,50,-56,31,6,0,-9999
357,2017,1,15,22,39,-56,41,-9999,0,-9999
358,2017,1,15,23,39,-56,51,4,0,-9999
359,2017,1,16,0,33,-61,41,4,0,-9999
360,2017,1,16,1,28,-61,36,4,0,-9999
361,2017,1,16,2,22,-61,36,2,0,-9999
362,2017,1,16,3,17,-61,21,2,0,-9999
363,2017,1,16,4,17,-67,26,0,0,-9999
364,2017,1,16,5,11,-67,26,0,0,-9999
365,2017,1,16,6,11,-61,15,0,0,-9999
366,2017,1,16,7,11,-61,26,0,0,-9999
367,2017,1,16,8,6,-72,26,0,0,-9999
368,2017,1,16,9,0,-78,21,0,0,-9999
369,2017,1,16,10,0,-78,15,0,0,-9999
370,2017,1,16,11,0,-78,21,0,0,-9999
371,2017,1,16,12,0,-78,0,0,0,-9999
372,2017,1,16,13,0,-78,0,2,0,-9999
373,2017,1,16,14,11,-72,15,4,0,-9999
374,2017,1,16,15,22,-67,21,4,0,-9999
375,2017,1,16,16,33,-61,0,-9999,0,-9999
376,2017,1,16,17,50,-61,0,4,0,-9999
377,2017,1,16,18,56,-61,36,6,0,-9999
378,2017,1,16,19,61,-56,31,-9999,0,-9999
379,2017,1,16,20,67,-61,26,-9999,0,-9999
380,2017,1,16,21,67,-61,51,6,0,-9999
381,2017,1,16,22,61,-50,46,-9999,0,-9999
382,2017,1,16,23,61,-44,51,-9999,0,-9999
383,2017,1,17,0,61,-39,31,6,0,-9999
384,2017,1,17,1,56,-39,41,-9999,0,-9999
385,2017,1,17,2,61,-44,41,-9999,0,-9999
386,2017,1,17,3,61,-44,41,6,0,-9999
387,2017,1,17,4,61,-44,31,-9999,0,-9999
388,2017,1,17,5,56,-39,46,-9999,0,-9999
389,2017,1,17,6,56,-39,46,8,0,-9999
390,2017,1,17,7,56,-33,31,-9999,0,-9999
391,2017,1,17,8,56,-28,31,-9999,0,-9999
392,2017,1,17,9,50,-28,26,8,0,-9999
393,2017,1,17,10,56,-22,36,-9999,0,-9999
394,2017,1,17,11,56,-22,0,-9999,0,-9999
395,2017,1,17,12,56,-17,21,6,0,-9999
396,2017,1,17,13,56,-11,21,-9999,0,-9999
397,2017,1,17,14,61,-11,0,-9999,0,-9999
398,2017,1,17,15,61,-11,21,8,-1,-9999
399,2017,1,17,16,56,0,36,-9999,5,-9999
400,2017,1,17,17,50,17,26,-9999,10,-9999
401,2017,1,17,18,44,22,31,8,13,30
402,2017,1,17,19,44,22,31,-9999,5,-9999
403,2017,1,17,20,50,17,36,-9999,-1,-9999
404,2017,1,17,21,50,22,31,8,-1,-9999
405,2017,1,17,22,44,28,46,-9999,-1,-9999
406,2017,1,17,23,44,28,36,-9999,10,-9999
407,2017,1,18,0,44,28,41,8,-1,30
408,2017,1,18,1,44,28,36,-9999,18,-9999
409,2017,1,18,2,44,28,51,-9999,10,-9999
410,2017,1,18,3,39,28,51,8,3,-9999
411,2017,1,18,4,39,28,62,-9999,-1,-9999
412,2017,1,18,5,39,28,57,-9999,8,-9999
413,2017,1,18,6,39,28,77,8,3,40
414,2017,1,18,7,44,33,62,-9999,-1,-9999
415,2017,1,18,8,44,33,62,-9999,3,-9999
416,2017,1,18,9,50,39,51,8,23,-9999
417,2017,1,18,10,50,39,67,-9999,-1,-9999
418,2017,1,18,11,50,39,62,-9999,0,-9999
419,2017,1,18,12,56,39,57,8,0,30
420,2017,1,18,13,50,33,46,-9999,0,-9999
421,2017,1,18,14,56,33,57,-9999,0,-9999
422,2017,1,18,15,56,33,62,8,-1,-9999
423,2017,1,18,16,56,28,46,-9999,-1,-9999
424,2017,1,18,17,67,28,62,-9999,0,-9999
425,2017,1,18,18,67,33,62,8,0,-1
426,2017,1,18,19,67,33,36,-9999,0,-9999
427,2017,1,18,20,56,28,41,-9999,0,-9999
428,2017,1,18,21,56,28,31,8,0,-9999
429,2017,1,18,22,56,28,41,-9999,0,-9999
430,2017,1,18,23,61,28,36,-9999,0,-9999
431,2017,1,19,0,56,28,41,8,0,-9999
432,2017,1,19,1,56,28,31,-9999,0,-9999
433,2017,1,19,2,56,28,15,-9999,0,-9999
434,2017,1,19,3,56,22,36,8,0,-9999
435,2017,1,19,4,56,22,31,-9999,0,-9999
436,2017,1,19,5,50,17,15,-9999,0,-9999
437,2017,1,19,6,50,22,21,6,0,-9999
438,2017,1,19,7,56,22,0,-9999,0,-9999
439,2017,1,19,8,56,22,15,-9999,0,-9999
440,2017,1,19,9,56,22,26,8,0,-9999
441,2017,1,19,10,56,17,0,-9999,0,-9999
442,2017,1,19,11,67,22,0,4,0,-9999
443,2017,1,19,12,61,22,26,4,0,-9999
444,2017,1,19,13,61,22,26,4,0,-9999
445,2017,1,19,14,67,22,36,4,0,-9999
446,2017,1,19,15,72,22,46,4,0,-9999
447,2017,1,19,16,89,22,31,4,0,-9999
448,2017,1,19,17,94,17,41,4,0,-9999
449,2017,1,19,18,100,17,57,4,0,-9999
450,2017,1,19,19,83,17,62,-9999,0,-9999
451,2017,1,19,20,78,11,57,-9999,0,-9999
452,2017,1,19,21,78,6,41,6,0,-9999
453,2017,1,19,22,72,11,57,-9999,0,-9999
454,2017,1,19,23,72,6,46,-9999,0,-9999
455,2017,1,20,0,72,6,51,6,0,-9999
456,2017,1,20,1,67,0,41,-9999,0,-9999
457,2017,1,20,2,67,6,31,-9999,0,-9999
458,2017,1,20,3,67,6,36,6,0,-9999
459,2017,1,20,4,67,6,21,-9999,0,-9999
460,2017,1,20,5,61,11,36,-9999,0,-9999
461,2017,1,20,6,61,0,36,8,0,-9999
462,2017,1,20,7,56,0,51,-9999,0,-9999
463,2017,1,20,8,56,0,26,-9999,0,-9999
464,2017,1,20,9,50,-6,41,8,0,-9999
465,2017,1,20,10,50,-6,26,-9999,0,-9999
466,2017,1,20,11,50,-6,26,-9999,0,-9999
467,2017,1,20,12,50,-6,36,8,0,-9999
468,2017,1,20,13,50,-6,31,-9999,0,-9999
469,2017,1,20,14,56,0,36,-9999,0,-9999
470,2017,1,20,15,56,0,36,8,0,-9999
471,2017,1,20,16,61,0,26,-9999,0,-9999
472,2017,1,20,17,67,11,46,-9999,0,-9999
473,2017,1,20,18,67,11,41,8,0,-9999
474,2017,1,20,19,78,11,21,-9999,0,-9999
475,2017,1,20,20,67,11,31,-9999,0,-9999
476,2017,1,20,21,72,17,26,8,-1,-9999
477,2017,1,20,22,72,28,15,-9999,2,-9999
478,2017,1,20,23,61,22,26,-9999,5,-9999
479,2017,1,21,0,56,28,31,8,3,20
480,2017,1,21,1,61,28,26,-9999,-1,-9999
481,2017,1,21,2,61,28,31,-9999,0,-9999
482,2017,1,21,3,61,39,31,8,-1,-9999
483,2017,1,21,4,56,39,26,-9999,3,-9999
484,2017,1,21,5,50,44,0,-9999,0,-9999
485,2017,1,21,6,67,44,31,8,0,3
486,2017,1,21,7,67,39,46,-9999,0,-9999
487,2017,1,21,8,72,44,36,-9999,0,-9999
488,2017,1,21,9,72,50,36,8,0,-9999
489,2017,1,21,10,78,50,36,-9999,0,-9999
490,2017,1,21,11,72,50,26,-9999,0,-9999
491,2017,1,21,12,72,50,15,6,0,-9999
492,2017,1,21,13,72,50,36,-9999,0,-9999
493,2017,1,21,14,78,56,21,-9999,0,-9999
494,2017,1,21,15,89,56,36,6,0,-9999
495,2017,1,21,16,83,50,31,-9999,0,-9999
496,2017,1,21,17,89,56,41,-9999,0,-9999
497,2017,1,21,18,89,56,31,6,0,-9999
498,2017,1,21,19,106,67,26,4,0,-9999
499,2017,1,21,20,100,61,36,4,0,-9999
500,2017,1,21,21,94,61,31,6,0,-9999
501,2017,1,21,22,89,61,41,4,0,-9999
502,2017,1,21,23,89,61,36,4,0,-9999
503,2017,1,22,0,89,67,21,6,0,-9999
504,2017,1,22,1,89,67,31,-9999,0,-9999
505,2017,1,22,2,89,72,0,-9999,0,-9999
506,2017,1,22,3,89,67,21,8,0,-9999
507,2017,1,22,4,83,67,36,-9999,0,-9999
508,2017,1,22,5,78,72,21,-9999,0,-9999
509,2017,1,22,6,83,67,0,8,0,-9999
510,2017,1,22,7,83,72,21,-9999,0,-9999
511,2017,1,22,8,78,67,41,-9999,0,-9999
512,2017,1,22,9,78,61,15,8,0,-9999
513,2017,1,22,10,78,67,0,-9999,0,-9999
514,2017,1,22,11,78,61,26,-9999,0,-9999
515,2017,1,22,12,78,67,21,8,0,-9999
516,2017,1,22,13,72,67,31,9,0,-9999
517,2017,1,22,14,67,61,36,9,0,-9999
518,2017,1,22,15,72,67,36,8,0,-9999
519,2017,1,22,16,67,61,51,-9999,0,-9999
