params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_epsilon,param_fit_intercept,param_l1_ratio,param_learning_rate,param_loss,param_penalty,param_shuffle,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00449270009995,0.000977277755737,-11716055.6974,-13949840.4876,20.00001,10.00001,True,0.10000000000000001,constant,huber,elasticnet,True,156,-3.77039366828,-2.09501910926,-0.921191367601,-0.942304514675,-2.74922558716,-3.32798562464,-91143950.8543,-109565903.727,-1.70485789422,-2.51952299419,-1.37885074938,-1.37109826857,-2.62233811001,-1.83675294056,-2584481.57807,-2032808.08188,0.000457975634505,0.000127070169099,30032839.5959,36145599.9588
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00547537207603,0.00102216005325,-6897634.51014,-4203959.68304,20.00001,10.00001,True,0.10000000000000001,constant,huber,elasticnet,False,153,-51350415.4419,-29027009.2855,-0.704740794848,-0.741785821258,-0.819510903531,-0.935961334472,-3830653.6712,-4604661.9706,-0.369746196167,-0.581300525813,-0.621030469082,-0.579081614007,-3.61115947142,-2.59918400775,-0.841795480689,-0.770962843495,0.000972572917048,0.000179563965966,16848294.3459,9502525.7418
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00476464629173,0.00110936164856,-6.03955228966,-5.63818782383,20.00001,10.00001,True,0.10000000000000001,constant,epsilon_insensitive,l2,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000759457889739,0.000179628978343,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00432622432709,0.000965654850006,-6.03955228966,-5.63818782383,20.00001,10.00001,True,0.10000000000000001,constant,epsilon_insensitive,l2,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00086122290659,0.000191346980026,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00553047657013,0.00114017724991,-6.03955228966,-5.63818782383,20.00001,10.00001,True,0.10000000000000001,constant,epsilon_insensitive,elasticnet,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00157998430518,0.000278830521889,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00505700707436,0.00103008747101,-6.03955228966,-5.63818782383,20.00001,10.00001,True,0.10000000000000001,constant,epsilon_insensitive,elasticnet,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000876220123023,0.000230959007642,1.66062234161,0.19613375953
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00581616163254,0.000990480184555,-3899750976.32,-3643124275.26,20.00001,10.00001,False,0.0,invscaling,huber,l2,True,209,-5588721964.74,-3159584351.92,-4100594212.75,-3397431099.25,-2972010614.7,-3847211548.99,-2885074077.27,-3468812058.76,-2617158707.59,-3660783256.47,-3300198598.94,-3717704718.31,-4774098598.18,-3991926254.26,-4960151036.37,-3901540914.17,0.00120492675577,0.000183181469757,1041433532.78,264699929.224
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00588428974152,0.00109857320786,-3317006209.71,-3086039814.9,20.00001,10.00001,False,0.0,invscaling,huber,l2,False,191,-5048287232.09,-2851478064.24,-3565909003.79,-2953986835.28,-2415074137.24,-3128105096.77,-2573282355.06,-3093445431.61,-2264078738.35,-3166282547.7,-2721061691.88,-3065025858.62,-3539708042.76,-2962191380.12,-4408648476.54,-3467803304.86,0.000735885259199,0.00013941121228,944125143.198,174012864.103
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00611969828606,0.00110468268394,-3899750976.32,-3643124275.26,20.00001,10.00001,False,0.0,invscaling,huber,elasticnet,True,209,-5588721964.74,-3159584351.92,-4100594212.75,-3397431099.25,-2972010614.7,-3847211548.99,-2885074077.27,-3468812058.76,-2617158707.59,-3660783256.47,-3300198598.94,-3717704718.31,-4774098598.18,-3991926254.26,-4960151036.37,-3901540914.17,0.000964836580777,0.000149801351989,1041433532.78,264699929.224
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.0113931000233,0.00152733922005,-3317006209.71,-3086039814.9,20.00001,10.00001,False,0.0,invscaling,huber,elasticnet,False,191,-5048287232.09,-2851478064.24,-3565909003.79,-2953986835.28,-2415074137.24,-3128105096.77,-2573282355.06,-3093445431.61,-2264078738.35,-3166282547.7,-2721061691.88,-3065025858.62,-3539708042.76,-2962191380.12,-4408648476.54,-3467803304.86,0.00646315236094,0.000560717192251,944125143.198,174012864.103
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00652548670769,0.00106102228165,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.0,invscaling,epsilon_insensitive,l2,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00339729542987,0.000135202452214,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00472536683083,0.00100323557854,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.0,invscaling,epsilon_insensitive,l2,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000955612157931,0.000201029543821,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00539898872375,0.00114968419075,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.0,invscaling,epsilon_insensitive,elasticnet,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000833965390353,0.000112403768346,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00647553801537,0.00133073329926,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.0,invscaling,epsilon_insensitive,elasticnet,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00117760786076,0.000520887374463,1.66062234161,0.19613375953
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00497603416443,0.000976085662842,-4.33495901069e+11,-4.04733638267e+11,20.00001,10.00001,False,0.0,constant,huber,l2,True,251,-6.85544065725e+11,-3.87614600553e+11,-4.8048150159e+11,-3.9808334583e+11,-3.29874220497e+11,-4.27082088562e+11,-3.44866423936e+11,-4.14587491535e+11,-3.00564894021e+11,-4.20229647071e+11,-3.63397239789e+11,-4.09379619082e+11,-4.66994026653e+11,-3.90548313153e+11,-4.96244836344e+11,-3.90344000353e+11,0.00112712486026,0.000207666962027,1.18307115756e+11,14159078585.0
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00486299395561,0.000970870256424,-4.29831615017e+11,-4.00548347181e+11,20.00001,10.00001,False,0.0,constant,huber,l2,False,245,-6.60414903608e+11,-3.73306863336e+11,-4.66760093972e+11,-3.86695116537e+11,-3.16207395435e+11,-4.09472365644e+11,-3.36852604606e+11,-4.04947247934e+11,-2.96435422843e+11,-4.14470248855e+11,-3.56178000098e+11,-4.01233732942e+11,-4.6308759624e+11,-3.87356872265e+11,-5.42716903335e+11,-4.26904329938e+11,0.000913874394984,0.00019268150557,1.18930848012e+11,16186185514.7
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00587379932404,0.00134116411209,-4.33495901069e+11,-4.04733638267e+11,20.00001,10.00001,False,0.0,constant,huber,elasticnet,True,251,-6.85544065725e+11,-3.87614600553e+11,-4.8048150159e+11,-3.9808334583e+11,-3.29874220497e+11,-4.27082088562e+11,-3.44866423936e+11,-4.14587491535e+11,-3.00564894021e+11,-4.20229647071e+11,-3.63397239789e+11,-4.09379619082e+11,-4.66994026653e+11,-3.90548313153e+11,-4.96244836344e+11,-3.90344000353e+11,0.000891101312399,0.000819965600041,1.18307115756e+11,14159078585.0
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00550001859665,0.00105234980583,-4.29831615017e+11,-4.00548347181e+11,20.00001,10.00001,False,0.0,constant,huber,elasticnet,False,245,-6.60414903608e+11,-3.73306863336e+11,-4.66760093972e+11,-3.86695116537e+11,-3.16207395435e+11,-4.09472365644e+11,-3.36852604606e+11,-4.04947247934e+11,-2.96435422843e+11,-4.14470248855e+11,-3.56178000098e+11,-4.01233732942e+11,-4.6308759624e+11,-3.87356872265e+11,-5.42716903335e+11,-4.26904329938e+11,0.00108061048329,0.000180823102632,1.18930848012e+11,16186185514.7
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00606441497803,0.00102558732033,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.0,constant,epsilon_insensitive,l2,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00423643466106,0.000175727146704,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.0049821138382,0.00108921527863,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.0,constant,epsilon_insensitive,l2,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000538067169966,0.000168039141453,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00454738736153,0.000937432050705,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.0,constant,epsilon_insensitive,elasticnet,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000946861965628,0.000172204222165,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00511601567268,0.000998765230179,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.0,constant,epsilon_insensitive,elasticnet,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000796008089315,0.000151622427884,1.66062234161,0.19613375953
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00495377182961,0.000975072383881,-3899750976.32,-3643124275.26,20.00001,10.00001,False,0.10000000000000001,invscaling,huber,l2,True,209,-5588721964.74,-3159584351.92,-4100594212.75,-3397431099.25,-2972010614.7,-3847211548.99,-2885074077.27,-3468812058.76,-2617158707.59,-3660783256.47,-3300198598.94,-3717704718.31,-4774098598.18,-3991926254.26,-4960151036.37,-3901540914.17,0.00102299514122,0.00016995059101,1041433532.78,264699929.224
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00482374429703,0.00107350945473,-3317006209.71,-3086039814.9,20.00001,10.00001,False,0.10000000000000001,invscaling,huber,l2,False,191,-5048287232.09,-2851478064.24,-3565909003.79,-2953986835.28,-2415074137.24,-3128105096.77,-2573282355.06,-3093445431.61,-2264078738.35,-3166282547.7,-2721061691.88,-3065025858.62,-3539708042.76,-2962191380.12,-4408648476.54,-3467803304.86,0.000941311000106,0.000230127009062,944125143.198,174012864.103
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00627389550209,0.000995010137558,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,invscaling,huber,elasticnet,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.0014045116115,0.000261980225071,1.66062234161,0.19613375953
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00650560855865,0.00112947821617,-69796.1341402,-97576.3783318,20.00001,10.00001,False,0.10000000000000001,invscaling,huber,elasticnet,False,145,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-558324.854564,-780571.860012,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00147764693753,0.000192070469655,184646.500371,258148.027301
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00629952549934,0.00230458378792,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,invscaling,epsilon_insensitive,l2,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000588301194798,0.00297538015787,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00572910904884,0.00114634633064,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,invscaling,epsilon_insensitive,l2,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00117150871821,0.00021283433852,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00939524173737,0.00155526399612,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,invscaling,epsilon_insensitive,elasticnet,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00356173693268,0.000347316213961,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00594261288643,0.00135213136673,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,invscaling,epsilon_insensitive,elasticnet,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00236925566685,0.00108439637427,1.66062234161,0.19613375953
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00437554717064,0.00096932053566,-4.33495901069e+11,-4.04733638267e+11,20.00001,10.00001,False,0.10000000000000001,constant,huber,l2,True,251,-6.85544065725e+11,-3.87614600553e+11,-4.8048150159e+11,-3.9808334583e+11,-3.29874220497e+11,-4.27082088562e+11,-3.44866423936e+11,-4.14587491535e+11,-3.00564894021e+11,-4.20229647071e+11,-3.63397239789e+11,-4.09379619082e+11,-4.66994026653e+11,-3.90548313153e+11,-4.96244836344e+11,-3.90344000353e+11,0.00107354103541,0.000249896876888,1.18307115756e+11,14159078585.0
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00477403402328,0.00109151005745,-4.29831615017e+11,-4.00548347181e+11,20.00001,10.00001,False,0.10000000000000001,constant,huber,l2,False,245,-6.60414903608e+11,-3.73306863336e+11,-4.66760093972e+11,-3.86695116537e+11,-3.16207395435e+11,-4.09472365644e+11,-3.36852604606e+11,-4.04947247934e+11,-2.96435422843e+11,-4.14470248855e+11,-3.56178000098e+11,-4.01233732942e+11,-4.6308759624e+11,-3.87356872265e+11,-5.42716903335e+11,-4.26904329938e+11,0.000898885312643,0.000180594536869,1.18930848012e+11,16186185514.7
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00533878803253,0.000932455062866,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,constant,huber,elasticnet,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000959347139811,0.000170927000107,1.66062234161,0.19613375953
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00629150867462,0.00103276968002,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,constant,huber,elasticnet,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.00093530446261,0.000169295019148,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00489693880081,0.00115075707436,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,constant,epsilon_insensitive,l2,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000781115062898,0.00010007042521,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00454837083817,0.00114846229553,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,constant,epsilon_insensitive,l2,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000628398591466,0.000403343182254,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00496929883957,0.000912308692932,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,constant,epsilon_insensitive,elasticnet,True,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000978352576656,0.000187810215972,1.66062234161,0.19613375953
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 10.00001, 'alpha': 20.00001}",0.00489246845245,0.00102931261063,-6.03955228966,-5.63818782383,20.00001,10.00001,False,0.10000000000000001,constant,epsilon_insensitive,elasticnet,False,61,-9.51160749333,-5.31798901802,-6.1878262733,-5.57311470237,-4.71699083799,-5.80352468212,-4.55499186675,-5.82031918144,-4.09786055475,-5.93886010581,-5.36403598533,-5.67881061165,-7.23937236016,-5.45201697841,-6.64373294564,-5.52086731078,0.000958098557655,0.000252711934309,1.66062234161,0.19613375953
