params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_alpha,param_epsilon,param_fit_intercept,param_l1_ratio,param_learning_rate,param_loss,param_penalty,param_shuffle,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00934001803398,0.00343787670135,-0.0278792898827,-0.0183951508769,10.00001,1.0000000000000001e-05,True,0.0,invscaling,huber,l2,True,14,-0.0268657930945,-0.0132353122851,0.0030682141001,-0.0126535977303,-0.0359988487722,-0.0221712554827,-0.0236475308542,-0.0101468447147,-0.0224848174386,-0.0491470252186,-0.032454470103,-0.013312414838,-0.0803159030292,-0.0165718614137,-0.00433516986977,-0.00992289533234,0.00536006675708,0.00466607839734,0.0234429274836,0.0121886133697
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00617381930351,0.00178393721581,-0.0419040608335,-0.0438761680943,10.00001,1.0000000000000001e-05,True,0.0,invscaling,huber,l2,False,20,-0.0507980827441,-0.0348647504687,-0.0869111838289,-0.0312510658153,-0.0160482819319,-0.0402482129155,-0.0531107372805,-0.0337451745253,-0.0403517496874,-0.0377626565694,-0.0364141321585,-0.0775963236724,-0.0428131573782,-0.0964493496334,-0.00878516165856,0.000908188845859,0.00105922479916,0.00120655389659,0.0224418486636,0.028063321043
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00639429688454,0.00127664208412,-0.0278792898827,-0.0183951508769,10.00001,1.0000000000000001e-05,True,0.0,invscaling,huber,elasticnet,True,14,-0.0268657930945,-0.0132353122851,0.0030682141001,-0.0126535977303,-0.0359988487722,-0.0221712554827,-0.0236475308542,-0.0101468447147,-0.0224848174386,-0.0491470252186,-0.032454470103,-0.013312414838,-0.0803159030292,-0.0165718614137,-0.00433516986977,-0.00992289533234,0.00265215968187,0.000725137869219,0.0234429274836,0.0121886133697
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00601625442505,0.000993490219116,-0.0419040608335,-0.0438761680943,10.00001,1.0000000000000001e-05,True,0.0,invscaling,huber,elasticnet,False,20,-0.0507980827441,-0.0348647504687,-0.0869111838289,-0.0312510658153,-0.0160482819319,-0.0402482129155,-0.0531107372805,-0.0337451745253,-0.0403517496874,-0.0377626565694,-0.0364141321585,-0.0775963236724,-0.0428131573782,-0.0964493496334,-0.00878516165856,0.000908188845859,0.00124456203064,0.000224715645097,0.0224418486636,0.028063321043
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00575664639473,0.00111973285675,-41173852.311,-38598546.6055,10.00001,1.0000000000000001e-05,True,0.0,invscaling,epsilon_insensitive,l2,True,177,-57165954.4659,-32315683.8637,-42290227.9394,-35036409.033,-31802286.9177,-41168119.6187,-30592999.8318,-36781965.0112,-27892030.7962,-39022158.0231,-35370021.5929,-39844929.5937,-52349731.3262,-43775163.7615,-51927565.6183,-40843943.9392,0.000533912343537,0.000176634420101,10650165.2476,3457563.3405
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.0057218670845,0.00109401345253,-30634858.0896,-28463789.9012,10.00001,1.0000000000000001e-05,True,0.0,invscaling,epsilon_insensitive,l2,False,159,-46240251.3468,-26099430.0406,-32645239.2307,-27039703.5787,-22101612.7177,-28634976.9397,-23556282.6939,-28316997.9306,-20721329.829,-28983729.8223,-24859607.2161,-28001043.2743,-33107639.9028,-27718957.4371,-41846901.7795,-32915480.1862,0.000494646830559,0.000227762347321,8901885.86816,1888314.9249
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.0110295116901,0.00174543261528,-41173852.311,-38598546.6055,10.00001,1.0000000000000001e-05,True,0.0,invscaling,epsilon_insensitive,elasticnet,True,177,-57165954.4659,-32315683.8637,-42290227.9394,-35036409.033,-31802286.9177,-41168119.6187,-30592999.8318,-36781965.0112,-27892030.7962,-39022158.0231,-35370021.5929,-39844929.5937,-52349731.3262,-43775163.7615,-51927565.6183,-40843943.9392,0.00238043380627,0.00113399663306,10650165.2476,3457563.3405
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00634011626244,0.00119227170944,-30634858.0896,-28463789.9012,10.00001,1.0000000000000001e-05,True,0.0,invscaling,epsilon_insensitive,elasticnet,False,159,-46240251.3468,-26099430.0406,-32645239.2307,-27039703.5787,-22101612.7177,-28634976.9397,-23556282.6939,-28316997.9306,-20721329.829,-28983729.8223,-24859607.2161,-28001043.2743,-33107639.9028,-27718957.4371,-41846901.7795,-32915480.1862,0.00164064630882,0.000153817994111,8901885.86816,1888314.9249
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00541621446609,0.00112318992615,-0.793007163554,-0.666727062435,10.00001,1.0000000000000001e-05,True,0.0,constant,huber,l2,True,39,-2.21048641184,-1.22162317542,-1.87773289558,-1.32777353786,-1.09271477937,-1.56420858692,-0.123189161157,-0.0991315631308,-0.14912138365,-0.170948571715,-0.354533507013,-0.309921285542,-0.365323725464,-0.457697509403,-0.17095544435,-0.182512269482,0.000492912923388,0.000242612050515,0.78270904987,0.561670930188
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.0050445497036,0.00107461214066,-3.37927548968,-3.26133986234,10.00001,1.0000000000000001e-05,True,0.0,constant,huber,l2,False,48,-5.84480894216,-3.35443174111,-4.56960076248,-3.42398954611,-2.67929439812,-3.70195334204,-3.22323885174,-3.59773401725,-2.7645073472,-3.69643174645,-2.97642302656,-3.63438860015,-3.68146452752,-3.53241788016,-1.29486606168,-1.1493720255,0.000926471037977,0.000267171256301,1.27408600943,0.806596555556
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00655397772789,0.00130698084831,-0.793007163554,-0.666727062435,10.00001,1.0000000000000001e-05,True,0.0,constant,huber,elasticnet,True,39,-2.21048641184,-1.22162317542,-1.87773289558,-1.32777353786,-1.09271477937,-1.56420858692,-0.123189161157,-0.0991315631308,-0.14912138365,-0.170948571715,-0.354533507013,-0.309921285542,-0.365323725464,-0.457697509403,-0.17095544435,-0.182512269482,0.000360784309021,0.000265686871693,0.78270904987,0.561670930188
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00525709986687,0.00105199217796,-3.37927548968,-3.26133986234,10.00001,1.0000000000000001e-05,True,0.0,constant,huber,elasticnet,False,48,-5.84480894216,-3.35443174111,-4.56960076248,-3.42398954611,-2.67929439812,-3.70195334204,-3.22323885174,-3.59773401725,-2.7645073472,-3.69643174645,-2.97642302656,-3.63438860015,-3.68146452752,-3.53241788016,-1.29486606168,-1.1493720255,0.00106885758268,0.000147282290268,1.27408600943,0.806596555556
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00521191954613,0.00105720758438,-3888750776.65,-3631434011.58,10.00001,1.0000000000000001e-05,True,0.0,constant,epsilon_insensitive,l2,True,203,-6082552402.76,-3439227807.16,-4283597882.1,-3549038562.66,-2982775352.93,-3861656504.53,-3046032059.62,-3661967386.97,-2678948280.39,-3745856144.77,-3281149970.4,-3696308102.24,-4244000104.91,-3549149246.94,-4510950160.07,-3548268337.38,0.000810658018835,0.000237464029565,1051532874.75,126814481.798
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00477540493011,0.00108605623245,-3756051701.25,-3497954597.38,10.00001,1.0000000000000001e-05,True,0.0,constant,epsilon_insensitive,l2,False,197,-5748559086.16,-3249035311.67,-4062500382.68,-3365605469.22,-2752005168.43,-3563873872.76,-2931801299.07,-3524468986.76,-2579964107.0,-3607365793.63,-3100039486.36,-3492141977.52,-4030262297.82,-3371397811.63,-4843281782.47,-3809747555.82,0.000633193324133,0.000181346120357,1050136264.67,161926500.146
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00571617484093,0.00106981396675,-3888750776.65,-3631434011.58,10.00001,1.0000000000000001e-05,True,0.0,constant,epsilon_insensitive,elasticnet,True,203,-6082552402.76,-3439227807.16,-4283597882.1,-3549038562.66,-2982775352.93,-3861656504.53,-3046032059.62,-3661967386.97,-2678948280.39,-3745856144.77,-3281149970.4,-3696308102.24,-4244000104.91,-3549149246.94,-4510950160.07,-3548268337.38,0.000869180999603,0.000152797593875,1051532874.75,126814481.798
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.0, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00640386343002,0.00120049715042,-3756051701.25,-3497954597.38,10.00001,1.0000000000000001e-05,True,0.0,constant,epsilon_insensitive,elasticnet,False,197,-5748559086.16,-3249035311.67,-4062500382.68,-3365605469.22,-2752005168.43,-3563873872.76,-2931801299.07,-3524468986.76,-2579964107.0,-3607365793.63,-3100039486.36,-3492141977.52,-4030262297.82,-3371397811.63,-4843281782.47,-3809747555.82,0.0016990970285,0.000479590924497,1050136264.67,161926500.146
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00500825047493,0.00108572840691,-0.0278792898827,-0.0183951508769,10.00001,1.0000000000000001e-05,True,0.10000000000000001,invscaling,huber,l2,True,14,-0.0268657930945,-0.0132353122851,0.0030682141001,-0.0126535977303,-0.0359988487722,-0.0221712554827,-0.0236475308542,-0.0101468447147,-0.0224848174386,-0.0491470252186,-0.032454470103,-0.013312414838,-0.0803159030292,-0.0165718614137,-0.00433516986977,-0.00992289533234,0.00102132625741,0.000255048085203,0.0234429274836,0.0121886133697
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00562903285027,0.0011080801487,-0.0419040608335,-0.0438761680943,10.00001,1.0000000000000001e-05,True,0.10000000000000001,invscaling,huber,l2,False,20,-0.0507980827441,-0.0348647504687,-0.0869111838289,-0.0312510658153,-0.0160482819319,-0.0402482129155,-0.0531107372805,-0.0337451745253,-0.0403517496874,-0.0377626565694,-0.0364141321585,-0.0775963236724,-0.0428131573782,-0.0964493496334,-0.00878516165856,0.000908188845859,0.000747081739976,0.000183044765075,0.0224418486636,0.028063321043
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00852683186531,0.00117939710617,-6.03290446719,-5.63197475805,10.00001,1.0000000000000001e-05,True,0.10000000000000001,invscaling,huber,elasticnet,True,56,-9.50119767053,-5.31213822384,-6.18075052839,-5.56700490106,-4.71190342044,-5.79710202692,-4.54981038626,-5.81389185967,-4.09327277711,-5.93232977786,-5.35829068676,-5.6725352672,-7.23176020907,-5.44597571184,-6.63625005899,-5.51482029602,0.00306922407593,0.000276491029489,1.65884311568,0.195913387657
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.0100171267986,0.00128874182701,-6.03290605341,-5.63197597612,10.00001,1.0000000000000001e-05,True,0.10000000000000001,invscaling,huber,elasticnet,False,58,-9.50120639491,-5.31214312733,-6.18075348753,-5.56700745627,-4.71190436493,-5.7971032193,-4.54981150304,-5.81389324498,-4.09327356078,-5.93233089334,-5.35829098264,-5.67253559037,-7.2317605853,-5.44597601043,-6.63624754814,-5.51481826696,0.00576574102531,0.000221603398119,1.65884500018,0.195912905888
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.0110906362534,0.00157922506332,-41173852.311,-38598546.6055,10.00001,1.0000000000000001e-05,True,0.10000000000000001,invscaling,epsilon_insensitive,l2,True,177,-57165954.4659,-32315683.8637,-42290227.9394,-35036409.033,-31802286.9177,-41168119.6187,-30592999.8318,-36781965.0112,-27892030.7962,-39022158.0231,-35370021.5929,-39844929.5937,-52349731.3262,-43775163.7615,-51927565.6183,-40843943.9392,0.00369874283672,0.00111085966738,10650165.2476,3457563.3405
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.0125485062599,0.00297239422798,-30634858.0896,-28463789.9012,10.00001,1.0000000000000001e-05,True,0.10000000000000001,invscaling,epsilon_insensitive,l2,False,159,-46240251.3468,-26099430.0406,-32645239.2307,-27039703.5787,-22101612.7177,-28634976.9397,-23556282.6939,-28316997.9306,-20721329.829,-28983729.8223,-24859607.2161,-28001043.2743,-33107639.9028,-27718957.4371,-41846901.7795,-32915480.1862,0.0029528961657,0.00141540122464,8901885.86816,1888314.9249
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00888985395432,0.00207042694092,-1534269.88463,-1370060.14112,10.00001,1.0000000000000001e-05,True,0.10000000000000001,invscaling,epsilon_insensitive,elasticnet,True,147,-6.71908835341,-3.74917950857,-4.30331796379,-3.93980573754,-7029.85069773,-9114.69988747,-360275.506777,-433005.628976,-186377.689764,-260548.589599,-2665812.38627,-3003264.19612,-2645429.24286,-2213234.71804,-6409223.37825,-5041305.60739,0.00363153464482,0.00163947622756,2136460.49993,1752559.20633
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.0067313015461,0.00116351246834,-4145428.50724,-4066706.95792,10.00001,1.0000000000000001e-05,True,0.10000000000000001,invscaling,epsilon_insensitive,elasticnet,False,150,-7.09695909202,-3.96136650689,-4.55419632525,-4.15806193571,-3.44824520251,-4.20504320072,-3.2774356901,-4.23179497426,-2.95854664161,-4.31479726886,-16521806.8776,-18612251.2471,-16641595.0606,-13921379.5303,-4.78438063321,-4.01492456818,0.000891147721958,0.000145099225986,7180147.70558,7140692.02405
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00580030679703,0.0012366771698,-0.793007163554,-0.666727062435,10.00001,1.0000000000000001e-05,True,0.10000000000000001,constant,huber,l2,True,39,-2.21048641184,-1.22162317542,-1.87773289558,-1.32777353786,-1.09271477937,-1.56420858692,-0.123189161157,-0.0991315631308,-0.14912138365,-0.170948571715,-0.354533507013,-0.309921285542,-0.365323725464,-0.457697509403,-0.17095544435,-0.182512269482,0.000496464525879,0.000233225472895,0.78270904987,0.561670930188
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00947067141533,0.00115588307381,-3.37927548968,-3.26133986234,10.00001,1.0000000000000001e-05,True,0.10000000000000001,constant,huber,l2,False,48,-5.84480894216,-3.35443174111,-4.56960076248,-3.42398954611,-2.67929439812,-3.70195334204,-3.22323885174,-3.59773401725,-2.7645073472,-3.69643174645,-2.97642302656,-3.63438860015,-3.68146452752,-3.53241788016,-1.29486606168,-1.1493720255,0.00806940966156,0.000289162261956,1.27408600943,0.806596555556
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00554484128952,0.000986993312836,-5.99141961116,-5.59320259306,10.00001,1.0000000000000001e-05,True,0.10000000000000001,constant,huber,elasticnet,True,52,-9.43624518929,-5.27563235541,-6.13660121397,-5.52887934699,-4.68014983419,-5.75701648437,-4.51747503128,-5.77377932774,-4.06464790121,-5.89158311825,-5.32243794906,-5.63337727092,-7.18425559113,-5.40827828253,-6.58954417917,-5.47707455829,0.00080879450226,0.00018132923231,1.64774233326,0.194537575919
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.0052544772625,0.00125777721405,-5.99141961116,-5.59320259306,10.00001,1.0000000000000001e-05,True,0.10000000000000001,constant,huber,elasticnet,False,52,-9.43624518929,-5.27563235541,-6.13660121397,-5.52887934699,-4.68014983419,-5.75701648437,-4.51747503128,-5.77377932774,-4.06464790121,-5.89158311825,-5.32243794906,-5.63337727092,-7.18425559113,-5.40827828253,-6.58954417917,-5.47707455829,0.000870296131332,0.000555319096543,1.64774233326,0.194537575919
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.0043680369854,0.000914990901947,-3888750776.65,-3631434011.58,10.00001,1.0000000000000001e-05,True,0.10000000000000001,constant,epsilon_insensitive,l2,True,203,-6082552402.76,-3439227807.16,-4283597882.1,-3549038562.66,-2982775352.93,-3861656504.53,-3046032059.62,-3661967386.97,-2678948280.39,-3745856144.77,-3281149970.4,-3696308102.24,-4244000104.91,-3549149246.94,-4510950160.07,-3548268337.38,0.000877093294054,0.000168796933858,1051532874.75,126814481.798
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00474700331688,0.00105679035187,-3756051701.25,-3497954597.38,10.00001,1.0000000000000001e-05,True,0.10000000000000001,constant,epsilon_insensitive,l2,False,197,-5748559086.16,-3249035311.67,-4062500382.68,-3365605469.22,-2752005168.43,-3563873872.76,-2931801299.07,-3524468986.76,-2579964107.0,-3607365793.63,-3100039486.36,-3492141977.52,-4030262297.82,-3371397811.63,-4843281782.47,-3809747555.82,0.000753836877671,0.000272357748463,1050136264.67,161926500.146
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00538060069084,0.00323337316513,-76.8373311595,-59.8989258106,10.00001,1.0000000000000001e-05,True,0.10000000000000001,constant,epsilon_insensitive,elasticnet,True,143,-0.0347910361234,-0.0164025837972,-0.0370181794379,-0.00602096827148,-0.0010771571432,-0.0100505849634,-0.00133984510621,-0.000922176076103,-0.0122713935728,-0.00765919656011,-0.00680891642952,-0.000144006711568,-0.000484055250045,-0.0111448733075,-614.604858693,-479.139062095,0.000700321130131,0.00620942694248,203.257020614,158.457877253
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': True, 'l1_ratio': 0.10000000000000001, 'learning_rate': 'constant', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00539302825928,0.00103384256363,-9648.52937539,-11269.480154,10.00001,1.0000000000000001e-05,True,0.10000000000000001,constant,epsilon_insensitive,elasticnet,False,144,-0.0106570588729,-0.00805108250511,-0.0370181794379,-0.00602096827148,-0.0010771571432,-0.0100505849634,-33847.7607042,-40884.4881441,-0.0122713935728,-0.00765919656011,-43340.4056554,-49271.2906777,-0.000484055250045,-0.0111448733075,-0.00713557344876,-0.0194837934455,0.000863162641883,0.0001773475583,16879.3835574,19631.5816744
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00615677237511,0.00109320878983,-0.0289401575709,-0.019380507348,10.00001,1.0000000000000001e-05,False,0.0,invscaling,huber,l2,True,17,-0.0269807664421,-0.0132937874029,0.00305749438889,-0.0127116908251,-0.043808807052,-0.0294983294994,-0.0235715181538,-0.0100932124958,-0.0225523481239,-0.0492642522704,-0.032832590422,-0.0135686230082,-0.0804712408537,-0.0166384061041,-0.0043614839085,-0.00997575717855,0.000277958921268,0.000143410397974,0.023961184386,0.0127128384882
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00507569313049,0.000852644443512,-0.0438221294606,-0.0466510402939,10.00001,1.0000000000000001e-05,False,0.0,invscaling,huber,l2,False,23,-0.0506440499717,-0.0347712084305,-0.086743221867,-0.0311609857417,-0.0159921353968,-0.040143224662,-0.0551987688944,-0.0355580229501,-0.0402625053955,-0.0376605396882,-0.0502951181953,-0.0985332438457,-0.0427014982199,-0.0962929793803,-0.0087397377438,0.000911882347147,0.00126021983032,0.00013348948244,0.0225812305821,0.0317128222612
"{'loss': 'huber', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00716051459312,0.00121051073074,-0.0289401575709,-0.019380507348,10.00001,1.0000000000000001e-05,False,0.0,invscaling,huber,elasticnet,True,17,-0.0269807664421,-0.0132937874029,0.00305749438889,-0.0127116908251,-0.043808807052,-0.0294983294994,-0.0235715181538,-0.0100932124958,-0.0225523481239,-0.0492642522704,-0.032832590422,-0.0135686230082,-0.0804712408537,-0.0166384061041,-0.0043614839085,-0.00997575717855,0.00180630555731,0.000631137996852,0.023961184386,0.0127128384882
"{'loss': 'huber', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00656279921532,0.0011058151722,-0.0438221294606,-0.0466510402939,10.00001,1.0000000000000001e-05,False,0.0,invscaling,huber,elasticnet,False,23,-0.0506440499717,-0.0347712084305,-0.086743221867,-0.0311609857417,-0.0159921353968,-0.040143224662,-0.0551987688944,-0.0355580229501,-0.0402625053955,-0.0376605396882,-0.0502951181953,-0.0985332438457,-0.0427014982199,-0.0962929793803,-0.0087397377438,0.000911882347147,0.00119887620236,0.000322439697119,0.0225812305821,0.0317128222612
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00526201725006,0.00103065371513,-41174126.6649,-38598803.3837,10.00001,1.0000000000000001e-05,False,0.0,invscaling,epsilon_insensitive,l2,True,180,-57166358.8423,-32315912.3975,-42290520.3785,-35036651.2177,-31802495.5434,-41168389.7817,-30593210.9064,-36782218.9821,-27892220.007,-39022422.6413,-35370255.102,-39845192.6917,-52350055.3189,-43775434.7112,-51927897.2206,-40844204.6468,0.000845603589672,0.000163773062618,10650234.7693,3457576.43913
"{'loss': 'epsilon_insensitive', 'shuffle': False, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'l2', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00558060407639,0.00112304091454,-30635094.8267,-28464010.4646,10.00001,1.0000000000000001e-05,False,0.0,invscaling,epsilon_insensitive,l2,False,162,-46240615.0212,-26099635.4145,-32645496.1582,-27039916.3307,-22101786.6318,-28635202.2494,-23556467.9047,-28317220.7623,-20721492.9104,-28983957.8721,-24859802.9746,-28001263.8232,-33107897.5517,-27719173.0379,-41847199.4608,-32915714.2267,0.00102587450192,0.000230293926542,8901950.80079,1888322.54468
"{'loss': 'epsilon_insensitive', 'shuffle': True, 'fit_intercept': False, 'l1_ratio': 0.0, 'learning_rate': 'invscaling', 'penalty': 'elasticnet', 'epsilon': 1.0000000000000001e-05, 'alpha': 10.00001}",0.00621092319489,0.00103583931923,-41174126.6649,-38598803.3837,10.00001,1.0000000000000001e-05,False,0.0,invscaling,epsilon_insensitive,elasticnet,True,180,-57166358.8423,-32315912.3975,-42290520.3785,-35036651.2177,-31802495.5434,-41168389.7817,-30593210.9064,-36782218.9821,-27892220.007,-39022422.6413,-35370255.102,-39845192.6917,-52350055.3189,-43775434.7112,-51927897.2206,-40844204.6468,0.000886591664459,0.000210255414015,10650234.7693,3457576.43913
