params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_features,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
{'max_features': 5},0.0415676236153,0.00169423222542,-0.370413328156,0.559335463276,5,1,-0.449147589853,0.576921421655,-0.476278599932,0.56149529102,-0.397291424426,0.553204549315,-0.382104184389,0.548097574984,-0.494046331779,0.564402931131,-0.258988325414,0.565781832868,-0.216072734293,0.554682312089,-0.289377435161,0.550097793145,0.00148340975711,7.08877854879e-05,0.0976947629099,0.00902794483836
{'max_features': 10},0.0647109746933,0.00170513987541,-0.392810789639,0.563166447959,10,2,-0.463584005924,0.578659522591,-0.510318042645,0.562112576898,-0.501279616292,0.562709863344,-0.341161816276,0.551604347236,-0.533646657949,0.560657446614,-0.328587137754,0.564023025007,-0.220363786939,0.563884918234,-0.24354525333,0.561679883747,0.000811241129986,3.46469526206e-05,0.11684792135,0.00693534005189
