params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_learning_rate,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
{'learning_rate': 0.1},0.019698381424,0.000494122505188,-0.211355965325,0.865407700626,0.1,1,-0.0701498500248,0.865314762876,-0.126927206686,0.872699786408,-0.310548222491,0.850288974101,-1.17357759268,0.872235462927,-0.153417482228,0.866386416512,0.0126063605729,0.84789381763,0.0321094422489,0.871783030699,0.0990568286847,0.876659353856,0.000421396087464,6.52717399244e-05,0.382740846548,0.0100207029355
{'learning_rate': 0.2},0.0198664963245,0.00051560997963,-0.377949387797,0.960025364844,0.2,2,-0.190610078796,0.953832265633,-0.133718093049,0.954397628856,-0.359373612543,0.950740000778,-1.65566061347,0.978077694064,-0.344488201065,0.956685083166,-0.0342022162628,0.956300800454,-0.285146426723,0.952847583831,-0.0203958604706,0.977321861969,0.000969932056848,0.000113516474808,0.497917495815,0.0103552503648
{'learning_rate': 0.5},0.0196365714073,0.000484347343445,-0.535710279399,0.978966427482,0.5,3,-0.0658975231974,0.972902197206,-0.446070745169,0.972365926819,-0.608474036588,0.971198100014,-1.86996317311,0.996966850154,-0.306798481062,0.97344343343,-0.561113056187,0.976267508544,-0.390287144537,0.972430418687,-0.0370780753365,0.996156985002,0.000346938659225,6.24174193786e-05,0.540498901051,0.010251377538
{'learning_rate': 1.0},0.0188262760639,0.000540196895599,-1.72980685608,0.979085866048,1.0,4,-0.979456272555,0.972987283606,-1.43748444513,0.972463500245,-0.929078854931,0.971306811716,-2.59788925896,0.997060459831,-0.969799682539,0.973530004108,-6.10778385695,0.976419924782,-0.753681887472,0.972541347186,-0.0632805901299,0.996377596913,0.000572206147479,0.000294479152862,1.7859743158,0.0102741038098
