params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_samples,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
{'max_samples': 100},0.018642604351,0.00153937935829,-0.115783756248,0.00272040187406,100,1,-0.0621198844317,0.0260748505242,-0.116926887504,-0.0182085558455,-0.140738810055,-0.00202494890828,-0.0825853728959,-0.0264864185729,-0.333906144184,0.0049483573197,-0.100473880619,0.0192455223197,-0.077454587643,-0.0109186163402,-0.0120644826503,0.0291330244958,0.00100167646021,0.000153876657627,0.0898920092023,0.0194316143837
