params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_algorithm,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
{'algorithm': 'ball_tree'},0.00278455018997,0.00304663181305,-0.105606488651,0.237312348449,ball_tree,1,-0.0176990698463,0.23032591609,-0.119173804286,0.241649486004,-0.0854939470682,0.24727287352,-0.185022071866,0.234740089174,0.0439747735882,0.22553202961,-0.0705705093205,0.242561290799,-0.182678550843,0.231560201817,-0.229192017518,0.244856900578,0.00155130298132,0.00089316256919,0.0861734343321,0.00732960045121
{'algorithm': 'kd_tree'},0.00297659635544,0.00217789411545,-0.114850822425,0.240281368023,kd_tree,3,-0.0190346957371,0.236257959758,-0.124402799697,0.242938048349,-0.0930749564086,0.251467768592,-0.176318308658,0.233631625598,-0.022383566318,0.230265294162,-0.0710831878677,0.249985396797,-0.184252753415,0.232731394487,-0.229174941548,0.244973456444,0.00136647924795,0.000590079803025,0.0723184870965,0.00763305394839
{'algorithm': 'brute'},0.00166186690331,0.00892135500908,-0.108775713593,0.236941763071,brute,2,-0.00751915737262,0.236771423993,-0.103219314565,0.238021853394,-0.0821269551311,0.240475953747,-0.180125237926,0.23275146177,0.037187695809,0.223146076535,-0.0649944235245,0.246218282406,-0.209434292496,0.22979864351,-0.261239636043,0.248350409211,0.000236702252834,0.00980963511096,0.0952680843666,0.00781665594274
