,explained_variance,neg_mean_absolute_error,neg_mean_squared_error,neg_median_absolute_error,r2,time
16,0.319377873436,0.0342273736335,0.0017565357182,0.0320421319804,0.246433042255,0.0284829139709
32,0.34637245715,0.0632864503427,0.00824034961294,0.0443744698984,-0.17243090651,0.0266909599304
64,-1.14659516432,0.0731600096639,0.0098646584491,0.0498599649334,-1.17559587638,0.0287640094757
128,-0.321300727912,0.0552297288886,0.0058713085271,0.0337281570762,-0.423093760452,0.0698449611664
256,-0.0544813660724,0.0798913823297,0.0204003623716,0.0418282161125,-0.0550368962,0.0393319129944
512,-0.398796690756,0.055285735357,0.00816959700381,0.0397097539422,-0.409944088364,0.0523929595947
1024,-0.383325788752,0.0715662204049,0.00970024859897,0.0542169704961,-0.384381729741,0.0611000061035
1500,-0.164508609966,0.0701649245249,0.010078275644,0.0505985651333,-0.166658056072,0.0870180130005
