params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_weights,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
{'weights': 'uniform'},0.00249955058098,0.00261643528938,-0.114850822425,0.240281368023,uniform,1,-0.0190346957371,0.236257959758,-0.124402799697,0.242938048349,-0.0930749564086,0.251467768592,-0.176318308658,0.233631625598,-0.022383566318,0.230265294162,-0.0710831878677,0.249985396797,-0.184252753415,0.232731394487,-0.229174941548,0.244973456444,0.000511553570153,0.000869086570828,0.0723184870965,0.00763305394839
{'weights': 'distance'},0.00266501307487,0.00202414393425,-0.633151450836,0.726454169187,distance,2,-0.881391405701,0.738336608985,-0.740492781786,0.728938622674,-0.451770886241,0.701885568459,-0.461176869936,0.723825442363,-0.519870644861,0.719415134303,-0.655895704762,0.736890521171,-0.531730828531,0.718311577448,-0.823326255782,0.744029878094,0.000829894820799,0.000354181621366,0.156298541544,0.0127061207187
