params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_warm_start,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
{'warm_start': True},0.0822162330151,0.00182938575745,-0.391041878316,0.561519635981,True,1,-0.451835677574,0.575964062123,-0.451036132998,0.561249701878,-0.491818273412,0.554630621531,-0.39080681467,0.550658690063,-0.482963302002,0.56443142596,-0.315673901549,0.568068742725,-0.322451727358,0.563748334663,-0.221749196966,0.553405508906,0.00158371654545,0.000308415098313,0.0901010783151,0.00787645584444
