params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_min_weight_fraction_leaf,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
{'min_weight_fraction_leaf': 0.10000000000000001},0.0649318099022,0.00862547755241,0.0109188391127,0.0540518612067,0.10000000000000001,2,0.0158100537959,0.0557389185921,0.0320710779796,0.0507701365317,0.0161035759429,0.0504288862875,-0.00615323619247,0.0539056289588,0.0554032707682,0.0458871900125,-0.0317603067958,0.0630163452741,0.00450855661762,0.0579450147792,0.00136772078535,0.0547227692173,0.00615196513284,0.00224628227125,0.0242960083644,0.00486561665159
{'min_weight_fraction_leaf': 0.20000000000000001},0.0580571591854,0.00782272219658,0.0117759651844,0.0307617263785,0.20000000000000001,1,0.0137414111019,0.0313976996592,0.0274177624204,0.029257072927,0.0213941346757,0.0322689405628,0.018566409063,0.0317577394728,0.0225964545024,0.0267040079847,-0.00900645005787,0.0337321626589,0.00819141474329,0.0307604218926,-0.00869341497344,0.0302157658702,0.0066011384255,0.0012314619848,0.013076622314,0.00198490634357
{'min_weight_fraction_leaf': 0.30000000000000004},0.0532844364643,0.00850358605385,0.00834753832924,0.0209729248078,0.30000000000000004,3,0.00177988590111,0.0212097879963,0.0180413439202,0.0243675404965,0.0185996121486,0.0221729424075,0.0175501928357,0.0220268958715,0.0246599608352,0.0154414301788,0.0024851528344,0.0220962056106,0.0036737151522,0.0208551172679,-0.0200095569935,0.0196134786335,0.00764766403207,0.00172095509325,0.0134783621165,0.00244569985376
{'min_weight_fraction_leaf': 0.40000000000000002},0.055384606123,0.0085409283638,0.0023504605619,0.0110527703744,0.40000000000000002,4,-0.00367224746834,0.0120011877452,0.00371950241994,0.010972061304,0.00586163392836,0.0116189196688,0.0162043189677,0.00916206708196,0.0173234399523,0.00893096205877,0.00238428903864,0.0123133053295,-0.00055972054198,0.00814667441352,-0.0224575318014,0.0152769853933,0.0069410525241,0.00200726953899,0.0116753046754,0.00215585535773
