params,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_max_features,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
{'max_features': 5},0.0144896507263,0.000504076480865,-0.196499166465,0.851280286632,5,2,-0.135594060584,0.850372307504,0.136217434448,0.847234127911,-0.259318295478,0.834697154072,-1.27108573736,0.871630406076,-0.206151931384,0.850022717083,0.196748149287,0.827410930173,-0.0593315743897,0.861268966146,0.0265226837473,0.867605684093,0.000360182617533,6.62146976693e-05,0.432490264483,0.0143350246468
{'max_features': 10},0.0178657770157,0.000448822975159,-0.154384426285,0.865548247526,10,1,-0.10914882932,0.861667569579,0.053746495682,0.866286814154,-0.217499959502,0.859775037723,-1.0401978413,0.869097919507,-0.102319267512,0.874655741681,0.132302511697,0.845364729135,0.024203529858,0.868017034713,0.0238379501161,0.879521133714,0.00105924020471,3.69986920445e-05,0.350458765649,0.00970304454533
